,Unnamed: 0,AlertAlarmDateTime,SnapshotUrl,TimeZoneAbreviation,UtcOffsetMinutes,adjustedvalue,alertalarmtype,algorithm,description,eventdatetime,isalarm,isalert,isreset,lastvalue,maxalarmthresholdvalue,maxwarningthresholdvalue,metricName,metricNameChinese,metricid,metrickey,metricshortname,metrictype,minalarmthresholdvalue,minwarningthresholdvalue,path,serialnumber,targetvalue,timezone
271,271,2023-09-22T21:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/1/54/VU139530540410_42_1695419074,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Sep 22 2023  9:44PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
277,277,2023-09-23T02:10:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/2/10/VU139530540410_42_1695435019,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 23 2023  2:10AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
278,278,2023-09-23T02:10:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/2/10/VU139530540410_42_1695435019,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Sep 23 2023  2:10AM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
279,279,2023-09-23T02:10:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/2/10/VU139530540410_42_1695435019,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Sep 23 2023  2:10AM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
280,280,2023-09-23T02:10:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/2/10/VU139530540410_42_1695435019,,0.0,238,Device,,PROTECTIVE LIMIT-EXCESSIVE COMPR SURGE,Sep 23 2023  2:10AM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
298,298,2023-09-23T11:03:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/23/11/3/VU139530540410_42_1695466991,,0.0,238,Device,,PROTECTIVE LIMIT-EXCESSIVE COMPR SURGE,Sep 23 2023 11:03AM,True,False,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
314,314,2023-09-26T21:51:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/26/22/24/VU139530540410_42_1695765071,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 26 2023  9:51PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
318,318,2023-09-27T21:46:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/27/22/26/VU139530540410_42_1695851213,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Sep 27 2023  9:46PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
322,322,2023-09-30T11:47:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/9/30/13/29/VU139530540410_42_1696074457,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Sep 30 2023 11:47AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
324,324,2023-10-03T01:38:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/10/3/3/47/VU139530540410_42_1696297100,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Oct  3 2023  1:38AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
326,326,2023-10-20T13:11:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/10/20/13/52/VU139530540410_42_1697807511,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Oct 20 2023  1:11PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
328,328,2023-10-27T01:50:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/10/27/2/17/VU139530540410_42_1698371411,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Oct 27 2023  1:50AM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
332,332,2023-11-05T21:16:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/5/21/37/VU139530540410_42_1699219005,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov  5 2023  9:16PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
390,390,2023-11-06T17:29:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/6/17/29/VU139530540410_42_1699291781,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov  6 2023  5:29PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
870,870,2023-11-11T18:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/11/19/26/VU139530540410_42_1699728242,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 11 2023  6:44PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
871,871,2023-11-11T18:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/11/19/26/VU139530540410_42_1699728242,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 11 2023  6:44PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
872,872,2023-11-11T18:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/11/19/26/VU139530540410_42_1699728242,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 11 2023  6:44PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
873,873,2023-11-11T18:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/11/19/26/VU139530540410_42_1699728242,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 11 2023  6:44PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
874,874,2023-11-11T18:44:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/11/19/26/VU139530540410_42_1699728242,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 11 2023  6:44PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
888,888,2023-11-13T15:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/15/52/VU139530540410_42_1699890750,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 13 2023  3:52PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
889,889,2023-11-13T15:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/15/52/VU139530540410_42_1699890750,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 13 2023  3:52PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
890,890,2023-11-13T15:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/15/52/VU139530540410_42_1699890750,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 13 2023  3:52PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
891,891,2023-11-13T15:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/15/52/VU139530540410_42_1699890750,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 13 2023  3:52PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
892,892,2023-11-13T15:52:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/15/52/VU139530540410_42_1699890750,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 13 2023  3:52PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
898,898,2023-11-13T18:57:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/19/38/VU139530540410_42_1699901847,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 13 2023  6:57PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
899,899,2023-11-13T18:57:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/19/38/VU139530540410_42_1699901847,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 13 2023  6:57PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
900,900,2023-11-13T18:57:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/19/38/VU139530540410_42_1699901847,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 13 2023  6:57PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
901,901,2023-11-13T18:57:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/19/38/VU139530540410_42_1699901847,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 13 2023  6:57PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
902,902,2023-11-13T18:57:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/13/19/38/VU139530540410_42_1699901847,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 13 2023  6:57PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
914,914,2023-11-14T17:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/17/9/VU139530540410_42_1699981794,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 14 2023  5:09PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
915,915,2023-11-14T17:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/17/9/VU139530540410_42_1699981794,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 14 2023  5:09PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
916,916,2023-11-14T17:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/17/10/VU139530540410_42_1699981794,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 14 2023  5:09PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
917,917,2023-11-14T17:09:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/17/10/VU139530540410_42_1699981794,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 14 2023  5:09PM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
920,920,2023-11-14T17:15:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/17/15/VU139530540410_42_1699982112,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 14 2023  5:15PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
930,930,2023-11-14T20:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/20/30/VU139530540410_42_1699993811,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 14 2023  8:30PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
931,931,2023-11-14T20:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/20/30/VU139530540410_42_1699993811,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 14 2023  8:30PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
932,932,2023-11-14T20:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/20/30/VU139530540410_42_1699993811,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 14 2023  8:30PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
933,933,2023-11-14T20:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/20/30/VU139530540410_42_1699993811,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 14 2023  8:30PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
934,934,2023-11-14T20:30:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/14/20/30/VU139530540410_42_1699993811,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 14 2023  8:30PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
994,994,2023-11-16T12:43:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/16/12/43/VU139530540410_42_1700138606,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 16 2023 12:43PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
995,995,2023-11-16T12:43:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/16/12/43/VU139530540410_42_1700138606,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 16 2023 12:43PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
996,996,2023-11-16T12:43:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/16/12/43/VU139530540410_42_1700138606,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 16 2023 12:43PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
997,997,2023-11-16T12:43:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/16/12/43/VU139530540410_42_1700138606,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 16 2023 12:43PM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1054,1054,2023-11-19T17:01:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/2/VU139530540410_42_1700413317,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 19 2023  5:01PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1058,1058,2023-11-19T17:23:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/23/VU139530540410_42_1700414601,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 19 2023  5:23PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1059,1059,2023-11-19T17:23:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/23/VU139530540410_42_1700414601,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 19 2023  5:23PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1066,1066,2023-11-19T17:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/55/VU139530540410_42_1700416526,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 19 2023  5:55PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1067,1067,2023-11-19T17:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/55/VU139530540410_42_1700416526,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 19 2023  5:55PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1068,1068,2023-11-19T17:55:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/17/55/VU139530540410_42_1700416526,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 19 2023  5:55PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1069,1069,2023-11-19T18:11:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/19/18/11/VU139530540410_42_1700417494,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 19 2023  6:11PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1084,1084,2023-11-20T17:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/20/17/21/VU139530540410_42_1700500898,,0.0,163,Device,,SENSOR ALERT-CONDENSER APPROACH,Nov 20 2023  5:21PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1085,1085,2023-11-20T17:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/20/17/21/VU139530540410_42_1700500898,,0.0,123,Device,,RUN CAPACITY LIMITED-HIGH COMPRESSOR LIFT,Nov 20 2023  5:21PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1086,1086,2023-11-20T17:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/20/17/21/VU139530540410_42_1700500898,,0.0,120,Device,,RUN CAPACITY LIMITED-HIGH CONDENSER PRESSURE,Nov 20 2023  5:21PM,False,True,False,,,,,,,ALARM_03,CH_ALARM_03,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1087,1087,2023-11-20T17:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/20/17/21/VU139530540410_42_1700500898,,0.0,230,Device,,PROTECTIVE LIMIT-LOW CONDENSER WATER FLOW,Nov 20 2023  5:21PM,True,False,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1088,1088,2023-11-20T17:21:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/20/17/21/VU139530540410_42_1700500898,,0.0,151,Device,,CONDENSER PRESSURE ALERT-PUMP RELAY ENERGIZED,Nov 20 2023  5:21PM,False,True,False,,,,,,,ALARM_05,CH_ALARM_05,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1107,1107,2023-11-21T11:19:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/11/21/12/5/VU139530540410_42_1700565589,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Nov 21 2023 11:19AM,False,True,False,,,,,,,ALARM_04,CH_ALARM_04,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1116,1116,2023-12-29T15:06:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2023/12/29/16/5/VU139530540410_42_1703862376,,0.0,162,Device,,SENSOR ALERT-EVAPORATOR APPROACH,Dec 29 2023  3:06PM,False,True,False,,,,,,,ALARM_01,CH_ALARM_01,,,,AlertAlarm/4004Q69950/2023,4004Q69950,,America/New_York
1117,0,2024-01-05T16:11:00,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu139530540410_42/2024/1/5/19/55/VU139530540410_42_1704471076,,0.0,150,Device,,SENSOR ALERT-HIGH BEARING TEMPERATURE,Jan  5 2024  4:11PM,False,True,False,,,,,,,ALARM_02,CH_ALARM_02,,,,AlertAlarm/4004Q69950/2024,4004Q69950,,America/New_York
