,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
777,740,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,LOW EVAP REFRIG TEMP,Jun  9 2023  7:14PM,122,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-09T19:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/9/19/0/328818010145_1_1686338092,0.0
779,742,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,LOW EVAP REFRIG TEMP,Jun  9 2023  7:17PM,122,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-09T19:17:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/9/19/2/328818010145_1_1686338234,0.0
784,747,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jun 18 2023  6:20AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-18T06:20:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/18/6/6/328818010145_1_1687069249,0.0
785,748,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jun 18 2023  6:21AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-18T06:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/18/6/7/328818010145_1_1687069295,0.0
789,752,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jun 18 2023  9:09AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-18T09:09:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/18/8/55/328818010145_1_1687079386,0.0
792,755,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jun 19 2023  8:42PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-19T20:42:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/19/20/27/328818010145_1_1687207330,0.0
796,759,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jun 20 2023  8:12PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-20T20:12:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/20/19/57/328818010145_1_1687291928,0.0
800,763,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jun 21 2023  7:37PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-21T19:37:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/21/19/22/328818010145_1_1687376223,0.0
804,767,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jun 25 2023  2:20AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-06-25T02:20:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/6/25/2/5/328818010145_1_1687659631,0.0
806,769,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,LOW OIL TEMPERA- TURE,Jul  2 2023  4:09AM,105,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-02T04:09:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/2/3/54/328818010145_1_1688270948,0.0
808,771,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,CHECK OIL FILTER,Jul  2 2023  4:11AM,142,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-02T04:11:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/2/3/56/328818010145_1_1688271102,0.0
810,773,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jul  2 2023  4:12AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-02T04:12:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/2/3/58/328818010145_1_1688271179,0.0
814,777,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jul  2 2023  5:28PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-02T17:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/2/17/13/328818010145_1_1688318922,0.0
818,781,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jul  8 2023  8:50PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-08T20:50:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/8/20/35/328818010145_1_1688849441,0.0
824,787,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jul 18 2023  1:56PM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-18T13:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/18/13/41/328818010145_1_1689688560,0.0
830,793,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,GUIDE VANE CALIBRATION,Jul 30 2023  9:18AM,109,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-30T09:18:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/30/9/3/328818010145_1_1690708704,0.0
834,797,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Jul 30 2023  9:34AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-30T09:34:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/30/9/19/328818010145_1_1690709675,0.0
835,798,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 30 2023  9:34AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-30T09:34:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/30/9/19/328818010145_1_1690709694,0.0
837,800,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 31 2023  2:08AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-31T02:08:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/31/1/52/328818010145_1_1690769282,0.0
839,802,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 31 2023  2:15AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-31T02:15:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/31/2/0/328818010145_1_1690769724,0.0
841,804,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 31 2023  2:21AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-31T02:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/31/2/5/328818010145_1_1690770079,0.0
843,806,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 31 2023  2:35AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-31T02:35:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/31/2/20/328818010145_1_1690770942,0.0
846,809,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Jul 31 2023  2:59AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-07-31T02:59:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/7/31/2/44/328818010145_1_1690772367,0.0
849,812,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug  1 2023  3:45PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-01T15:45:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/1/15/29/328818010145_1_1690904722,0.0
851,814,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug  1 2023  9:10PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-01T21:10:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/1/20/54/328818010145_1_1690924220,0.0
853,816,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug  2 2023  1:35PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-02T13:35:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/2/13/19/328818010145_1_1690983323,0.0
855,818,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug  4 2023  5:48AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-04T05:48:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/4/5/32/328818010145_1_1691128089,0.0
857,820,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug  5 2023  2:25PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-05T14:25:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/5/14/9/328818010145_1_1691245525,0.0
860,823,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,MANUAL GUIDE VANE TARGET,Aug 13 2023  4:05AM,124,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-13T04:05:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/13/3/49/328818010145_1_1691899511,0.0
861,824,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 13 2023  4:06AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-13T04:06:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/13/3/50/328818010145_1_1691899561,0.0
864,827,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COND WATER FLOW,Aug 14 2023  5:14AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T05:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/4/58/328818010145_1_1691990055,0.0
865,828,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  4:40PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T16:40:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/16/24/328818010145_1_1692031208,0.0
867,830,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  4:53PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T16:53:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/16/37/328818010145_1_1692031998,0.0
869,832,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  5:14PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T17:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/16/58/328818010145_1_1692033257,0.0
871,834,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  5:41PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T17:41:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/17/25/328818010145_1_1692034872,0.0
872,835,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  5:54PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T17:54:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/17/39/328818010145_1_1692035692,0.0
874,837,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  6:08PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T18:08:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/17/53/328818010145_1_1692036527,0.0
876,839,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  6:21PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T18:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/18/6/328818010145_1_1692037317,0.0
879,842,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  6:49PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T18:49:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/18/33/328818010145_1_1692038948,0.0
881,844,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  6:57PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T18:57:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/18/41/328818010145_1_1692039425,0.0
883,846,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 14 2023  7:00PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-14T19:00:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/14/18/44/328818010145_1_1692039643,0.0
886,849,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  6:06AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T06:06:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/5/50/328818010145_1_1692165985,0.0
887,850,1601Q6567,,,ALARM_02,CH_ALARM_02,,,Asia/Calcutta,HIGH COND WATER FLOW,Aug 16 2023  6:06AM,165,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T06:06:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/5/50/328818010145_1_1692165997,0.0
889,852,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  6:14AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T06:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/5/59/328818010145_1_1692166486,0.0
891,854,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:16AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:16:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/1/328818010145_1_1692170210,0.0
893,856,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:20AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:20:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/4/328818010145_1_1692170441,0.0
895,858,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:28AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/12/328818010145_1_1692170884,0.0
897,860,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:35AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:35:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/19/328818010145_1_1692171345,0.0
899,862,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:42AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:42:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/27/328818010145_1_1692171777,0.0
901,864,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  7:50AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T07:50:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/7/34/328818010145_1_1692172213,0.0
906,869,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 16 2023  5:03PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-16T17:03:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/16/16/47/328818010145_1_1692205381,0.0
907,870,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  2:58AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T02:58:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/2/43/328818010145_1_1692241126,0.0
909,872,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  2:29PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T14:29:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/14/13/328818010145_1_1692282542,0.0
911,874,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  2:49PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T14:49:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/14/33/328818010145_1_1692283741,0.0
913,876,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  3:35PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T15:35:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/15/19/328818010145_1_1692286502,0.0
915,878,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  5:50PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T17:50:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/17/34/328818010145_1_1692294632,0.0
916,879,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 17 2023  5:59PM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-17T17:59:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/17/17/44/328818010145_1_1692295199,0.0
918,881,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  5:21AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T05:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/5/5/328818010145_1_1692336086,0.0
920,883,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  7:27AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T07:27:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/7/11/328818010145_1_1692343667,0.0
921,884,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  7:42AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T07:42:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/7/26/328818010145_1_1692344538,0.0
923,886,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  7:56AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T07:56:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/7/40/328818010145_1_1692345388,0.0
925,888,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  8:11AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T08:11:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/7/55/328818010145_1_1692346260,0.0
927,890,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  8:24AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T08:24:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/8/9/328818010145_1_1692347090,0.0
929,892,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  8:53AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T08:53:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/8/37/328818010145_1_1692348813,0.0
931,894,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  9:01AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T09:01:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/8/46/328818010145_1_1692349310,0.0
933,896,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  9:15AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T09:15:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/8/59/328818010145_1_1692350104,0.0
935,898,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  9:29AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T09:29:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/9/13/328818010145_1_1692350964,0.0
937,900,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  9:43AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T09:43:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/9/27/328818010145_1_1692351811,0.0
939,902,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023  9:58AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T09:58:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/9/42/328818010145_1_1692352686,0.0
941,904,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023 10:19AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T10:19:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/10/3/328818010145_1_1692353964,0.0
943,906,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023 10:33AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T10:33:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/10/17/328818010145_1_1692354825,0.0
945,908,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023 10:48AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T10:48:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/10/32/328818010145_1_1692355680,0.0
946,909,1601Q6567,,,ALARM_01,CH_ALARM_01,,,Asia/Calcutta,HIGH COMPRESSOR LIFT,Aug 18 2023 11:01AM,123,,,,,,,AlertAlarm/1601Q6567/2023,Device,True,False,False,,2023-08-18T11:01:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/328818010145_1/2023/8/18/10/45/328818010145_1_1692356498,0.0
