,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm,AlertAlarmDateTime,TimeZoneAbreviation,SnapshotUrl,UtcOffsetMinutes
41,40,4504Q70011,,,ALARM_03,CH_ALARM_03,,,Asia/Kuwait,PROTECTIVE LIMIT-GUIDE VANE CALIBRATION,Sep 17 2023  8:28AM,253,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-09-17T08:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/9/17/10/23/VU050685661110_5_1694939294,0.0
42,41,4504Q70011,,,ALARM_04,CH_ALARM_04,,,Asia/Kuwait,POTENTIAL FREEZE-UP-COND PRESS/TEMP TOO LOW,Sep 17 2023  8:28AM,154,,,,,,,AlertAlarm/4504Q70011/2023,Device,True,False,False,,2023-09-17T08:28:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/9/17/10/23/VU050685661110_5_1694939294,0.0
43,42,4504Q70011,,,ALARM_05,CH_ALARM_05,,,Asia/Kuwait,POTENTIAL FREEZE-UP-EVAP PRESS/TEMP TOO LOW,Sep 17 2023 10:00AM,243,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-09-17T10:00:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/9/17/11/2/VU050685661110_5_1694944841,0.0
46,45,4504Q70011,,,ALARM_04,CH_ALARM_04,,,Asia/Kuwait,POTENTIAL FREEZE-UP-EVAP PRESS/TEMP TOO LOW,Dec 20 2023  9:14AM,243,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-12-20T09:14:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/12/20/9/14/VU050685661110_5_1703063667,0.0
51,50,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Dec 21 2023  7:21PM,237,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-12-21T19:21:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/12/21/19/22/VU050685661110_5_1703186518,0.0
55,54,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Dec 22 2023  9:25PM,237,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-12-22T21:25:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/12/22/21/25/VU050685661110_5_1703280314,0.0
59,58,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Dec 23 2023  6:45PM,237,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-12-23T18:45:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/12/23/18/46/VU050685661110_5_1703357158,0.0
63,62,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Dec 24 2023 11:29AM,237,,,,,,,AlertAlarm/4504Q70011/2023,Device,False,True,False,,2023-12-24T11:29:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2023/12/24/11/29/VU050685661110_5_1703417367,0.0
69,3,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Mar 12 2024  7:36AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-03-12T07:36:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2024/3/12/7/36/VU050685661110_5_1710228970,0.0
73,7,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Mar 25 2024  8:29AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-03-25T08:29:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2024/3/25/8/29/VU050685661110_5_1711355386,0.0
77,11,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Apr  9 2024  7:41AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-04-09T07:41:00,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2024/4/9/7/41/VU050685661110_5_1712648509,0.0
81,15,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Apr 23 2024 07:34:11AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-04-23T07:34:11,,,0.0
83,17,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,May 30 2024 04:13:34AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-05-30T04:13:34,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2024/5/30/4/13/VU050685661110_5_1717042414,0.0
89,23,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Jul 09 2024 04:00:14AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-07-09T04:00:14,,https://alarmssaveandnotifyprod.blob.core.windows.net/snapshot/vu050685661110_5/2024/7/9/5/12/VU050685661110_5_1720497614,0.0
94,28,4504Q70011,,,ALARM_01,CH_ALARM_01,,,Asia/Kuwait,PROTECTIVE LIMIT-SPARE SAFETY DEVICE,Jul 16 2024 07:35:11AM,237,,,,,,,AlertAlarm/4504Q70011/2024,Device,False,True,False,,2024-07-16T07:35:11,,,0.0
