,Unnamed: 0,serialnumber,metrictype,metricid,metrickey,metricshortname,metricName,metricNameChinese,timezone,description,eventdatetime,adjustedvalue,targetvalue,minwarningthresholdvalue,maxwarningthresholdvalue,minalarmthresholdvalue,maxalarmthresholdvalue,lastvalue,path,alertalarmtype,isalert,isalarm,isreset,algorithm
501,501,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/15/2022 10:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
502,502,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/15/2022 3:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
503,503,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/15/2022 3:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
504,504,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 4:30:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
505,505,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 4:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
506,506,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 7:15:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
507,507,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 7:30:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
508,508,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 8:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
509,509,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 8:15:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
510,510,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 12:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
511,511,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 1:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
512,512,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 9:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
513,513,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 9:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
514,514,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 10:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
515,515,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 10:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
516,516,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 11:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
517,517,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/16/2022 11:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
518,518,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 1:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
519,519,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 1:15:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
520,520,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 9:30:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
521,521,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 9:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
522,522,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 10:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
523,523,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 10:15:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
524,524,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 11:45:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
525,525,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 1:00:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
526,526,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 1:15:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
527,527,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 2:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
528,528,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 2:45:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
529,529,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 4:30:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
530,530,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 5:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
531,531,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 5:30:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
532,532,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 5:45:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
533,533,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 7:00:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
534,534,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 7:15:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
535,535,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 7:30:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
536,536,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 7:45:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
537,537,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 11:00:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
538,538,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/17/2022 11:15:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
539,539,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/18/2022 5:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
540,540,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/18/2022 6:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
541,541,4710Q20220,,,HEAT_EX_CRP,condenserPressure,,,America/New_York,Chiller Alarm,6/22/2022 1:15:00 PM -04:00,126.1,0.0,0.0,125.0,0.0,0.0,123.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
542,542,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/22/2022 1:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
543,543,4710Q20220,,,HEAT_EX_ECDW,enteringCondenserWater,,,America/New_York,Chiller Alarm,6/22/2022 1:15:00 PM -04:00,88.0,85.0,0.0,87.0,0.0,0.0,87.0,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
546,546,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/22/2022 2:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
547,547,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 1:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
548,548,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 1:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
549,549,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 1:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
550,550,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 2:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
551,551,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 4:30:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.6,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
552,552,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 4:45:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
553,553,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 5:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
554,554,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 5:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
555,555,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 5:30:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
556,556,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 5:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
557,557,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 5:45:00 PM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
558,558,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 6:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
559,559,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 7:00:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.1,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
560,560,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 7:15:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
561,561,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 7:30:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
562,562,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 9:45:00 PM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
563,563,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/29/2022 10:00:00 PM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
564,564,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,6/29/2022 11:00:00 PM -04:00,104.8,0.0,96.0,102.0,95.0,106.0,107.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
565,565,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 1:15:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
566,566,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 1:45:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
567,567,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 3:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
568,568,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 4:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
569,569,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 5:00:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
570,570,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 5:30:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
571,571,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 7:00:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
572,572,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 7:15:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
573,573,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 9:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
574,574,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,6/30/2022 10:00:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
575,575,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/1/2022 7:45:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
576,576,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/1/2022 8:15:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
577,577,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 11:15:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
578,578,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 11:30:00 AM -04:00,105.9,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
579,579,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 12:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
580,580,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 12:45:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
581,581,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 2:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,104.6,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
582,582,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 2:30:00 PM -04:00,106.0,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
583,583,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 5:45:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
584,584,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 6:15:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
585,585,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 8:00:00 PM -04:00,106.5,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
586,586,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/1/2022 8:15:00 PM -04:00,105.0,0.0,96.0,102.0,95.0,106.0,106.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
587,587,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 12:30:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
588,588,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 12:45:00 AM -04:00,104.9,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
589,589,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 3:00:00 AM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
590,590,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 3:30:00 AM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
591,591,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 5:45:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
592,592,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 6:30:00 AM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
593,593,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 7:45:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
594,594,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 8:15:00 PM -04:00,105.7,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
595,595,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 8:30:00 PM -04:00,106.4,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
596,596,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 8:45:00 PM -04:00,104.5,0.0,96.0,102.0,95.0,106.0,106.4,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
597,597,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 10:30:00 PM -04:00,106.5,0.0,96.0,102.0,95.0,106.0,105.9,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
598,598,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 10:45:00 PM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
599,599,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 11:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.7,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
600,600,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/2/2022 11:30:00 PM -04:00,104.5,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
601,601,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 1:30:00 AM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
602,602,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 1:45:00 AM -04:00,105.4,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
603,603,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 3:30:00 AM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
604,604,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 3:45:00 AM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
605,605,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 12:45:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
606,606,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 1:00:00 PM -04:00,105.6,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
607,607,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 4:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.4,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
608,608,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 4:45:00 PM -04:00,105.9,0.0,96.0,102.0,95.0,106.0,106.2,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
609,609,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 7:30:00 PM -04:00,106.2,0.0,96.0,102.0,95.0,106.0,106.0,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
610,610,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 8:00:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.3,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
611,611,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 8:45:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
612,612,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 9:15:00 PM -04:00,105.5,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
613,613,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 11:15:00 PM -04:00,106.1,0.0,96.0,102.0,95.0,106.0,105.4,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
614,614,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/3/2022 11:45:00 PM -04:00,105.1,0.0,96.0,102.0,95.0,106.0,106.1,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
615,615,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/4/2022 1:00:00 AM -04:00,106.5,0.0,96.0,102.0,95.0,106.0,105.8,AlertAlarm/4710Q20220/2022,Threshold,True,True,False,
616,616,4710Q20220,,,POWER_LNVOLT_P,percentLineVoltage,,,America/New_York,Chiller Alarm,7/4/2022 1:15:00 AM -04:00,105.8,0.0,96.0,102.0,95.0,106.0,106.5,AlertAlarm/4710Q20220/2022,Threshold,True,False,False,
617,617,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/16/2022 1:15:00 AM -04:00,2.0,,,,,,1.0,AlertAlarm/4710Q20220/2022,Device,False,True,False,
618,618,4710Q20220,,,MAINSTAT_SYS_ALM,alarm,,,America/New_York,Chiller Alarm,7/16/2022 7:30:00 AM -04:00,1.0,,,,,,2.0,AlertAlarm/4710Q20220/2022,Device,True,False,False,
